,CityName,DataSource,Data_Value,Data_Value_Type,Data_Value_Unit,GeographicLevel,Measure,MeasureId,PopulationCount,StateAbbr,TractFIPS,Year
375,Naperville,BRFSS,7.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3246,IL,17043846411,2016
378,Chicago,BRFSS,9.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1704,IL,17031020701,2016
417,Chicago,BRFSS,9.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4639,IL,17031110501,2016
451,Chicago,BRFSS,5.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2937,IL,17031243500,2016
470,Chicago,BRFSS,34.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1491,IL,17031670700,2016
474,Peoria,BRFSS,42.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2631,IL,17143005000,2016
476,Chicago,BRFSS,15.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2338,IL,17031840200,2016
510,Chicago,BRFSS,4.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3370,IL,17031060400,2016
511,Chicago,BRFSS,18.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5427,IL,17031200200,2016
519,Chicago,BRFSS,19.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4083,IL,17031031501,2016
554,Chicago,BRFSS,32.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1480,IL,17031260900,2016
560,Chicago,BRFSS,5.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1317,IL,17031240300,2016
562,Chicago,BRFSS,12.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3190,IL,17031640400,2016
568,Chicago,BRFSS,33.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1496,IL,17031461000,2016
581,Chicago,BRFSS,10.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2154,IL,17031410700,2016
585,Chicago,BRFSS,13.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4309,IL,17031210700,2016
594,Peoria,BRFSS,13.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4303,IL,17143003200,2016
596,Chicago,BRFSS,22.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4869,IL,17031190702,2016
638,Chicago,BRFSS,15.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5399,IL,17031230900,2016
644,Joliet,BRFSS,20.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3087,IL,17197882601,2016
662,Joliet,BRFSS,18.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1255,IL,17197883208,2016
668,Peoria,BRFSS,37.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2021,IL,17143001300,2016
688,Chicago,BRFSS,3.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1513,IL,17031062300,2016
696,Chicago,BRFSS,23.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3583,IL,17031710700,2016
707,Chicago,BRFSS,23.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5658,IL,17031610300,2016
774,Evanston,BRFSS,9.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4002,IL,17031810301,2016
777,Chicago,BRFSS,22.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5349,IL,17031580502,2016
803,Chicago,BRFSS,12.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3886,IL,17031150402,2016
804,Evanston,BRFSS,11.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3649,IL,17031809700,2016
819,Chicago,BRFSS,18.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3533,IL,17031843900,2016
869,Chicago,BRFSS,24.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5402,IL,17031530501,2016
881,Chicago,BRFSS,36.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2962,IL,17031841500,2016
890,Chicago,BRFSS,14.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2235,IL,17031222700,2016
900,Chicago,BRFSS,11.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3589,IL,17031160602,2016
935,Decatur,BRFSS,27.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1292,IL,17115000400,2016
949,Chicago,BRFSS,17.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2999,IL,17031440202,2016
986,Chicago,BRFSS,13.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3550,IL,17031160502,2016
993,Chicago,BRFSS,20.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5145,IL,17031711200,2016
1017,Chicago,BRFSS,12.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1578,IL,17031838200,2016
1029,Naperville,BRFSS,11.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6270,IL,17043846504,2016
1066,Chicago,BRFSS,20.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2935,IL,17031840100,2016
1094,Chicago,BRFSS,7.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2495,IL,17031220400,2016
1099,Chicago,BRFSS,4.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2173,IL,17031063100,2016
1132,Chicago,BRFSS,33.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1451,IL,17031843400,2016
1153,Elgin,BRFSS,7.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,8200,IL,17089851905,2016
1154,Chicago,BRFSS,4.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3433,IL,17031061901,2016
1207,Chicago,BRFSS,12.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2980,IL,17031170700,2016
1211,Chicago,BRFSS,18.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2448,IL,17031691300,2016
1230,Chicago,BRFSS,37.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1960,IL,17031351100,2016
1255,Cicero,BRFSS,17.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6994,IL,17031813500,2016
1260,Chicago,BRFSS,14.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4354,IL,17031200100,2016
1264,Chicago,BRFSS,16.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6353,IL,17031020601,2016
1267,Chicago,BRFSS,31.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2961,IL,17031292200,2016
1269,Chicago,BRFSS,8.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1602,IL,17031222600,2016
1274,Chicago,BRFSS,28.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1228,IL,17031843300,2016
1287,Chicago,BRFSS,4.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2995,IL,17031081202,2016
1311,Chicago,BRFSS,21.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2015,IL,17031500200,2016
1316,Joliet,BRFSS,30.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2370,IL,17197882500,2016
1367,Naperville,BRFSS,5.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4657,IL,17043846304,2016
1404,Chicago,BRFSS,5.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6365,IL,17031120300,2016
1409,Chicago,BRFSS,4.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4844,IL,17031281900,2016
1424,Palatine,BRFSS,7.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6917,IL,17031803610,2016
1442,Chicago,BRFSS,7.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4442,IL,17031071000,2016
1459,Chicago,BRFSS,5.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2768,IL,17031833000,2016
1491,Chicago,BRFSS,38.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1252,IL,17031671200,2016
1494,Chicago,BRFSS,18.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3705,IL,17031460400,2016
1506,Chicago,BRFSS,11.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2684,IL,17031030400,2016
1517,Chicago,BRFSS,30.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1442,IL,17031836900,2016
1585,Chicago,BRFSS,16.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5936,IL,17031750500,2016
1590,Chicago,BRFSS,18.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5458,IL,17031190402,2016
1595,Naperville,BRFSS,6.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2608,IL,17043846523,2016
1601,Chicago,BRFSS,5.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2132,IL,17031411100,2016
1613,Peoria,BRFSS,17.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4237,IL,17143002200,2016
1660,Chicago,BRFSS,26.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1650,IL,17031670600,2016
1667,Peoria,BRFSS,9.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4546,IL,17143004101,2016
1680,Chicago,BRFSS,28.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2743,IL,17031390300,2016
1698,Chicago,BRFSS,6.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1452,IL,17031240200,2016
1776,Joliet,BRFSS,12.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1565,IL,17197883214,2016
1784,Chicago,BRFSS,23.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4123,IL,17031710500,2016
1786,Chicago,BRFSS,28.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2483,IL,17031837300,2016
1860,Chicago,BRFSS,26.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6438,IL,17031252102,2016
1871,Chicago,BRFSS,13.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5133,IL,17031130100,2016
1875,Chicago,BRFSS,16.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4854,IL,17031010100,2016
1885,Elgin,BRFSS,19.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3632,IL,17031804405,2016
1896,Chicago,BRFSS,8.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3048,IL,17031740100,2016
1907,Chicago,BRFSS,6.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3028,IL,17031030900,2016
1909,Naperville,BRFSS,7.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3022,IL,17043846105,2016
1930,Chicago,BRFSS,31.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1442,IL,17031841700,2016
1948,Chicago,BRFSS,15.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1257,IL,17031570100,2016
1974,Chicago,BRFSS,5.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3240,IL,17031242300,2016
1982,Naperville,BRFSS,7.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4189,IL,17043846206,2016
2000,Naperville,BRFSS,6.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,363,IL,17197880310,2016
2021,Decatur,BRFSS,11.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4245,IL,17115002902,2016
2025,Chicago,BRFSS,27.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1800,IL,17031440800,2016
2035,Chicago,BRFSS,13.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1314,IL,17031230800,2016
2059,Chicago,BRFSS,4.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2071,IL,17031050600,2016
2061,Chicago,BRFSS,24.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,7083,IL,17031630400,2016
2062,Chicago,BRFSS,40.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3373,IL,17031540101,2016
2073,Chicago,BRFSS,12.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1700,IL,17031310500,2016
2087,Cicero,BRFSS,18.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,7654,IL,17031814400,2016
2094,Chicago,BRFSS,18.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6632,IL,17031190800,2016
2101,Elgin,BRFSS,7.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1661,IL,17089850701,2016
2102,Chicago,BRFSS,6.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1861,IL,17031161100,2016
2105,Chicago,BRFSS,32.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2219,IL,17031420600,2016
2130,Chicago,BRFSS,6.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3300,IL,17031720100,2016
2136,Chicago,BRFSS,11.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4091,IL,17031010501,2016
2143,Chicago,BRFSS,5.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1201,IL,17031063303,2016
2150,Chicago,BRFSS,4.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3976,IL,17031062900,2016
2164,Chicago,BRFSS,46.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,907,IL,17031340600,2016
2197,Chicago,BRFSS,4.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1379,IL,17031061100,2016
2214,Palatine,BRFSS,8.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,7253,IL,17031803605,2016
2225,Chicago,BRFSS,4.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6229,IL,17031081403,2016
2229,Chicago,BRFSS,25.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4921,IL,17031251300,2016
2235,Chicago,BRFSS,9.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,196,IL,17031770902,2016
2236,Decatur,BRFSS,25.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1266,IL,17115001000,2016
2251,Chicago,BRFSS,6.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1857,IL,17031241300,2016
2276,Chicago,BRFSS,7.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3640,IL,17031081100,2016
2294,Chicago,BRFSS,17.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6609,IL,17031700200,2016
2339,Chicago,BRFSS,10.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3204,IL,17031030102,2016
2363,Joliet,BRFSS,10.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,9749,IL,17093890700,2016
2365,Chicago,BRFSS,3.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4872,IL,17031280100,2016
2374,Chicago,BRFSS,15.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3688,IL,17031283800,2016
2383,Evanston,BRFSS,5.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3976,IL,17031809000,2016
2404,Chicago,BRFSS,27.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1378,IL,17031671900,2016
2410,Chicago,BRFSS,12.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,7125,IL,17031700501,2016
2438,Chicago,BRFSS,8.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3149,IL,17031720700,2016
2464,Cicero,BRFSS,18.9,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5130,IL,17031813802,2016
2468,Elgin,BRFSS,15.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3021,IL,17089854900,2016
2481,Chicago,BRFSS,9.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2860,IL,17031221200,2016
2513,Chicago,BRFSS,13.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6156,IL,17031180100,2016
2517,Joliet,BRFSS,9.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,571,IL,17197880417,2016
2521,Chicago,BRFSS,12.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1059,IL,17031490400,2016
2547,Chicago,BRFSS,14.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3884,IL,17031151200,2016
2578,Chicago,BRFSS,16.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5711,IL,17031650301,2016
2582,Chicago,BRFSS,5.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4570,IL,17031071400,2016
2600,Chicago,BRFSS,20.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4816,IL,17031650100,2016
2627,Chicago,BRFSS,6.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3900,IL,17031070200,2016
2641,Chicago,BRFSS,8.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2530,IL,17031750300,2016
2690,Peoria,BRFSS,13.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1835,IL,17143002600,2016
2700,Chicago,BRFSS,16.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,7270,IL,17031831600,2016
2705,Chicago,BRFSS,35.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1098,IL,17031611000,2016
2715,Naperville,BRFSS,7.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3107,IL,17197880303,2016
2729,Chicago,BRFSS,8.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5592,IL,17031390700,2016
2743,Chicago,BRFSS,30.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1380,IL,17031670200,2016
2752,Peoria,BRFSS,7.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3024,IL,17143003300,2016
2761,Chicago,BRFSS,33.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1559,IL,17031841400,2016
2768,Chicago,BRFSS,10.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6805,IL,17031140400,2016
2785,Chicago,BRFSS,7.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3069,IL,17031040300,2016
2795,Chicago,BRFSS,27.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3271,IL,17031835900,2016
2805,Decatur,BRFSS,20.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2766,IL,17115001200,2016
2822,Chicago,BRFSS,12.8,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4060,IL,17031220702,2016
2824,Chicago,BRFSS,17.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,3514,IL,17031730400,2016
2829,Chicago,BRFSS,20.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,2738,IL,17031600600,2016
2889,Joliet,BRFSS,33.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4124,IL,17197881200,2016
2922,Chicago,BRFSS,20.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6215,IL,17031520300,2016
2925,Chicago,BRFSS,22.1,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4944,IL,17031834200,2016
2934,Chicago,BRFSS,10.5,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1053,IL,17031081900,2016
2978,Chicago,BRFSS,12.7,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,4345,IL,17031140302,2016
2979,Chicago,BRFSS,32.4,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1136,IL,17031260200,2016
2982,Chicago,BRFSS,5.3,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,1630,IL,17031030702,2016
2985,Chicago,BRFSS,10.6,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,6177,IL,17031100300,2016
3047,Chicago,BRFSS,15.0,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5198,IL,17031620400,2016
3069,Chicago,BRFSS,23.2,Crude prevalence,%,Census Tract,All teeth lost among adults aged >=65 Years,TEETHLOST,5369,IL,17031835100,2016
