,CityName,DataSource,Data_Value,Data_Value_Type,Data_Value_Unit,GeographicLevel,Measure,MeasureId,PopulationCount,StateAbbr,TractFIPS,Year
975,Chicago,BRFSS,24.8,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3699,IL,17031600900,2017
1009,Evanston,BRFSS,25.3,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4253,IL,17031810100,2017
1024,Chicago,BRFSS,28.7,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,5592,IL,17031390700,2017
1037,Chicago,BRFSS,24.4,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,6177,IL,17031100300,2017
1039,Chicago,BRFSS,45.3,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4232,IL,17031660900,2017
1040,Chicago,BRFSS,20.8,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4379,IL,17031081500,2017
1045,Chicago,BRFSS,47.2,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1370,IL,17031252101,2017
1053,Joliet,BRFSS,38.1,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4049,IL,17197881800,2017
1072,Chicago,BRFSS,19.7,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4872,IL,17031280100,2017
1087,Chicago,BRFSS,32.1,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1631,IL,17031838300,2017
1096,Chicago,BRFSS,44.7,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1470,IL,17031612100,2017
1118,Peoria,BRFSS,31.7,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3173,IL,17143002800,2017
1125,Chicago,BRFSS,36.7,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4869,IL,17031190702,2017
1128,Chicago,BRFSS,32.0,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1700,IL,17031310500,2017
1166,Chicago,BRFSS,21.4,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,6345,IL,17031063200,2017
1209,Naperville,BRFSS,25.2,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3600,IL,17043846106,2017
1217,Decatur,BRFSS,32.7,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,550,IL,17115002300,2017
1229,Chicago,BRFSS,43.3,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3681,IL,17031750600,2017
1253,Chicago,BRFSS,24.8,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1309,IL,17031060500,2017
1259,Joliet,BRFSS,33.5,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,9749,IL,17093890700,2017
1277,Chicago,BRFSS,39.4,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3567,IL,17031611500,2017
1294,Chicago,BRFSS,23.3,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1870,IL,17031832300,2017
1315,Elgin,BRFSS,29.9,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,6587,IL,17089851904,2017
1345,Chicago,BRFSS,22.9,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1391,IL,17031050900,2017
1421,Decatur,BRFSS,40.3,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4296,IL,17115002000,2017
1477,Chicago,BRFSS,41.7,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,2624,IL,17031420500,2017
1497,Chicago,BRFSS,36.7,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,7498,IL,17031842800,2017
1504,Chicago,BRFSS,39.4,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,2223,IL,17031530400,2017
1510,Chicago,BRFSS,19.1,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1889,IL,17031061200,2017
1513,Chicago,BRFSS,32.9,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4090,IL,17031520400,2017
1550,Chicago,BRFSS,39.1,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3427,IL,17031700100,2017
1567,Chicago,BRFSS,25.6,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,2077,IL,17031051400,2017
1569,Chicago,BRFSS,31.5,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4870,IL,17031221100,2017
1583,Chicago,BRFSS,24.1,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1928,IL,17031030103,2017
1593,Chicago,BRFSS,29.7,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1672,IL,17031590500,2017
1619,Joliet,BRFSS,32.2,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,571,IL,17197880417,2017
1620,Decatur,BRFSS,48.0,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,2737,IL,17115000200,2017
1631,Chicago,BRFSS,22.4,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4884,IL,17031081300,2017
1650,Chicago,BRFSS,26.8,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4832,IL,17031100600,2017
1661,Chicago,BRFSS,39.5,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3115,IL,17031730202,2017
1665,Chicago,BRFSS,26.1,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,7052,IL,17031032100,2017
1669,Peoria,BRFSS,45.1,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4054,IL,17143001600,2017
1674,Chicago,BRFSS,39.6,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,2424,IL,17031730100,2017
1676,Chicago,BRFSS,34.7,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,5143,IL,17031010702,2017
1677,Chicago,BRFSS,47.2,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1443,IL,17031360200,2017
1706,Chicago,BRFSS,43.5,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,2488,IL,17031250800,2017
1749,Chicago,BRFSS,45.5,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1411,IL,17031670300,2017
1771,Chicago,BRFSS,37.3,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,255,IL,17031351500,2017
1804,Chicago,BRFSS,29.6,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4768,IL,17031160400,2017
1805,Chicago,BRFSS,45.9,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1567,IL,17031400300,2017
1812,Chicago,BRFSS,20.6,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3513,IL,17031071300,2017
1821,Chicago,BRFSS,32.8,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1314,IL,17031230800,2017
1828,Chicago,BRFSS,48.3,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,2078,IL,17031834700,2017
1870,Chicago,BRFSS,40.3,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,5338,IL,17031710800,2017
1890,Chicago,BRFSS,43.7,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4520,IL,17031690900,2017
1894,Chicago,BRFSS,44.9,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,2397,IL,17031836700,2017
1904,Peoria,BRFSS,38.7,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4237,IL,17143002200,2017
1908,Chicago,BRFSS,32.9,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3100,IL,17031590700,2017
1925,Chicago,BRFSS,27.1,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,5093,IL,17031560900,2017
1991,Evanston,BRFSS,30.0,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3649,IL,17031809700,2017
1996,Chicago,BRFSS,28.6,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3682,IL,17031241100,2017
2036,Chicago,BRFSS,43.8,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,2743,IL,17031390300,2017
2093,Chicago,BRFSS,35.4,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,5262,IL,17031841200,2017
2095,Chicago,BRFSS,35.2,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,5960,IL,17031660400,2017
2107,Chicago,BRFSS,40.7,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,5876,IL,17031480400,2017
2109,Chicago,BRFSS,32.3,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4344,IL,17031650302,2017
2129,Chicago,BRFSS,22.3,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,7311,IL,17031839000,2017
2138,Chicago,BRFSS,35.2,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,7414,IL,17031191100,2017
2141,Chicago,BRFSS,24.8,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3123,IL,17031040700,2017
2175,Joliet,BRFSS,34.0,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1565,IL,17197883214,2017
2189,Chicago,BRFSS,38.5,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4757,IL,17031440300,2017
2193,Chicago,BRFSS,38.7,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4660,IL,17031830500,2017
2227,Chicago,BRFSS,25.8,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,196,IL,17031770902,2017
2232,Chicago,BRFSS,42.4,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3983,IL,17031251400,2017
2247,Peoria,BRFSS,52.6,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1804,IL,17143000500,2017
2252,Chicago,BRFSS,27.0,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1544,IL,17031340500,2017
2274,Chicago,BRFSS,27.6,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3723,IL,17031720300,2017
2278,Elgin,BRFSS,30.2,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3675,IL,17089851910,2017
2343,Chicago,BRFSS,35.0,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4317,IL,17031080400,2017
2354,Chicago,BRFSS,44.3,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1626,IL,17031711300,2017
2409,Chicago,BRFSS,38.1,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1229,IL,17031480200,2017
2415,Chicago,BRFSS,32.4,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,2349,IL,17031282700,2017
2416,Chicago,BRFSS,41.2,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1819,IL,17031837100,2017
2459,Chicago,BRFSS,45.8,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1321,IL,17031670500,2017
2469,Chicago,BRFSS,44.2,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1934,IL,17031260500,2017
2471,Chicago,BRFSS,21.1,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,2212,IL,17031832900,2017
2502,Chicago,BRFSS,47.9,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3604,IL,17031430500,2017
2515,Chicago,BRFSS,45.5,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1650,IL,17031670600,2017
2516,Chicago,BRFSS,21.5,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3796,IL,17031070101,2017
2522,Chicago,BRFSS,24.7,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3244,IL,17031842300,2017
2548,Chicago,BRFSS,41.9,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1990,IL,17031611700,2017
2567,Chicago,BRFSS,31.2,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4060,IL,17031220702,2017
2574,Chicago,BRFSS,26.8,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4352,IL,17031110400,2017
2579,Elgin,BRFSS,36.2,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3486,IL,17089851302,2017
2591,Chicago,BRFSS,28.0,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,7249,IL,17031040202,2017
2629,Chicago,BRFSS,42.7,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3611,IL,17031691400,2017
2637,Chicago,BRFSS,41.0,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4610,IL,17031300800,2017
2663,Chicago,BRFSS,38.5,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,5369,IL,17031835100,2017
2664,Cicero,BRFSS,36.7,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4544,IL,17031814100,2017
2675,Chicago,BRFSS,33.6,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4795,IL,17031580400,2017
2703,Chicago,BRFSS,36.9,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,7083,IL,17031630400,2017
2712,Peoria,BRFSS,44.0,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4846,IL,17143002100,2017
2713,Naperville,BRFSS,24.4,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3303,IL,17043846522,2017
2722,Chicago,BRFSS,31.2,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4309,IL,17031210700,2017
2723,Chicago,BRFSS,25.7,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3066,IL,17031100400,2017
2738,Chicago,BRFSS,29.4,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3589,IL,17031160602,2017
2740,Chicago,BRFSS,31.4,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,6187,IL,17031140702,2017
2755,Chicago,BRFSS,31.0,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,6214,IL,17031020500,2017
2759,Chicago,BRFSS,29.3,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3101,IL,17031010502,2017
2762,Evanston,BRFSS,23.8,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4816,IL,17031809300,2017
2771,Chicago,BRFSS,42.7,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,2213,IL,17031420800,2017
2794,Chicago,BRFSS,28.7,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3679,IL,17031140500,2017
2797,Chicago,BRFSS,27.3,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3886,IL,17031150402,2017
2802,Chicago,BRFSS,31.3,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3729,IL,17031140100,2017
2830,Chicago,BRFSS,48.4,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,2336,IL,17031430300,2017
2844,Chicago,BRFSS,34.2,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,5521,IL,17031630300,2017
2880,Cicero,BRFSS,35.8,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,7375,IL,17031814200,2017
2881,Chicago,BRFSS,19.9,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,2870,IL,17031062200,2017
2892,Chicago,BRFSS,21.0,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3545,IL,17031081600,2017
2893,Chicago,BRFSS,24.4,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3656,IL,17031031000,2017
2896,Elgin,BRFSS,33.4,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,7184,IL,17089850800,2017
2897,Chicago,BRFSS,19.3,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,2944,IL,17031071100,2017
2904,Chicago,BRFSS,43.5,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1414,IL,17031710300,2017
2926,Chicago,BRFSS,20.4,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,2138,IL,17031831000,2017
2935,Peoria,BRFSS,29.4,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4546,IL,17143004101,2017
2988,Joliet,BRFSS,43.2,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1812,IL,17197881302,2017
2994,Chicago,BRFSS,29.7,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1535,IL,17031240700,2017
3026,Chicago,BRFSS,39.1,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1545,IL,17031440700,2017
3029,Chicago,BRFSS,29.5,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,2327,IL,17031410600,2017
3063,Chicago,BRFSS,48.3,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1431,IL,17031680600,2017
3077,Chicago,BRFSS,47.6,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,2936,IL,17031681300,2017
3090,Chicago,BRFSS,23.2,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,2646,IL,17031071800,2017
3105,Decatur,BRFSS,30.6,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,2407,IL,17115001600,2017
3122,Chicago,BRFSS,37.6,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,4249,IL,17031840700,2017
3140,Joliet,BRFSS,40.6,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3301,IL,17197881603,2017
3148,Peoria,BRFSS,40.3,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,619,IL,17143004400,2017
3160,Chicago,BRFSS,47.0,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,2886,IL,17031491300,2017
3181,Chicago,BRFSS,19.9,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1421,IL,17031062400,2017
3235,Chicago,BRFSS,36.8,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1952,IL,17031839600,2017
3284,Chicago,BRFSS,24.6,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1861,IL,17031161100,2017
3302,Chicago,BRFSS,24.8,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,6547,IL,17031740200,2017
3315,Chicago,BRFSS,30.1,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,1716,IL,17031640800,2017
3329,Peoria,BRFSS,31.5,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,931,IL,17143003402,2017
3339,Chicago,BRFSS,47.5,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,5112,IL,17031251800,2017
3359,Chicago,BRFSS,37.6,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,5658,IL,17031610300,2017
3366,Joliet,BRFSS,44.7,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,2370,IL,17197882500,2017
3391,Chicago,BRFSS,30.3,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,5319,IL,17031700302,2017
3400,Chicago,BRFSS,28.2,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,5129,IL,17031170300,2017
3460,Chicago,BRFSS,32.5,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3035,IL,17031210400,2017
3465,Chicago,BRFSS,35.0,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,5427,IL,17031200200,2017
3471,Elgin,BRFSS,29.3,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,5181,IL,17031804404,2017
3473,Chicago,BRFSS,38.9,Crude prevalence,%,Census Tract,Obesity among adults aged >=18 Years,OBESITY,3644,IL,17031500100,2017
